accuracy,avg_response_time,response_variance,repeat_consistency,gaze_focus_score,large_letter_accuracy,small_letter_accuracy,control_letter_accuracy,answer_entropy,behaviour
61.838286970303656,2.355824968569111,0.691729801098943,0.7273553148179119,0.3352888963375011,0.5755247265754876,0.3171814587726214,0.5831663863706208,0.8269032477727953,2
21.311383276893096,0.1498029730972271,0.020542038799552447,0.4695907495004722,0.28795605021333065,0.19944776410744036,0.07557141608967588,0.12590731133239108,0.9164019148836703,1
71.91408194430721,1.4813500939141324,0.13367972866308386,0.9266329471731279,0.7617782313797347,0.7924010665113272,0.7124262150874587,0.8954404763293279,0.29677802776287526,0
9.83170153221931,0.3622577853549936,0.02602873479433704,0.44675743082577374,0.7292655137149866,0.12495893953464597,0.11032964135576023,0.11588451063270558,0.9082558648312961,1
8.496640759134145,0.1899426818023282,0.021129227713212927,0.4659932695429965,0.8463004357928319,0.17422734851116234,0.08954841411071544,0.14966156882984485,0.8086509939785678,1
50.459853382704146,2.32594008812134,0.7258354339746366,0.7175053109726627,0.4215604488348188,0.5257948376197833,0.40952283336984274,0.1680065886386688,0.6535543426501809,2
88.4043089264484,0.8,0.10155302804842689,0.9328285276364638,0.8065619116311411,1.0,0.4546885179656895,0.9166965850394174,0.29448176774738327,0
34.81595215128455,2.4497775164121824,0.49821316912858676,0.4159854603831822,0.23034265461878362,0.66836851459811,0.21767184269444811,0.2860544189586456,0.8496060311879278,2
44.2347064669111,0.8,0.7713424179245506,0.6178700338290708,0.1,0.2945088901827314,0.12355998084319253,0.4999181101228999,0.47742002754206714,2
69.65718189965375,2.3736386933521825,0.1485253604177258,0.885161101846763,0.8310891802089098,0.892564463470913,0.5140747116967376,1.0,0.2649132935795237,0
16.850429930886573,0.2279090087414707,0.021222844623622013,0.4554303903326333,0.6918501171827367,0.18536209733750225,0.16175819659687968,0.14117570059740778,0.8475676926952971,1
43.964578533678235,2.521460993267331,0.5531457423272954,0.5450085309176701,0.3282796371493945,0.8207728698022372,0.18714676763381322,0.5982892534467776,0.5208840628914413,2
56.74069579301711,3.399605015392829,0.5165834779502393,0.6212868613280252,0.4266840984475585,0.7455070408215325,0.06991145419374664,0.5454059439566983,0.6693807875175878,2
49.022161700058014,2.356710153360032,0.5078495612908142,0.8097462083334221,0.2647109105916374,0.6411829087541641,0.3259478240698391,0.3484644420602725,0.6825529987560427,2
15.709191257965061,0.2255337432448819,0.024601201871158503,0.22709718126001865,0.392626698840965,0.09255925662732264,0.14144023421796698,0.17215888497804327,0.904141144558192,1
29.77503277252908,3.0453443293353786,0.340982705720779,0.5779036517768126,0.21858654154787516,0.3895228420228695,0.144570335723739,0.367837842477036,0.47499381299808646,2
79.79914369546417,1.8351322140917923,0.1149002641682034,0.8694540421924205,0.9400698223521066,0.9523544821684498,0.6958085448609583,0.9189356291697092,0.20201423813441205,0
3.0,0.41815293837687095,0.07692265558780037,0.4567573990640228,0.8087486404777993,0.05927235684033624,0.7536642171186598,0.0692304613586359,0.38716673364611137,3
28.923057484235244,3.4918425789373706,0.7837568941740023,0.5409480687152731,0.24841366280914381,0.5736313719069244,0.17962152878905416,0.48241926484238723,0.42364097295064934,2
5.930829843627878,0.4621879866386128,0.001517507943224472,0.20454187533905444,0.6864243976499943,0.018171339772721763,0.6676124135952459,0.11851207288928547,0.5374100735455223,3
3.0,0.551610260552618,0.0532045051832502,0.5898174653497229,0.6123763924765673,0.0,0.844849061717537,0.09228706821375197,0.46382274443313787,3
74.35357945882868,1.3053348770705218,0.0806959400595996,0.8720071600691992,0.7353501636846701,0.7979317436254938,0.6811140104147424,0.9085668246405455,0.20948780653805327,0
21.430206485574715,0.24068579139862062,0.025165562497058477,0.3364015733119773,0.5665213920512484,0.12880391727436658,0.2195459589222669,0.10604285970248843,0.9649734774597181,1
